id,p_nn,p_wave2_nn,expected_profit_nn
8460,0.552330498575352,0.276165249287676,15.159914957260561
34651,0.5520966486908854,0.2760483243454427,15.152899460726562
46610,0.5509370748100123,0.27546853740500615,15.11811224430037
50697,0.5492069307687075,0.27460346538435376,15.066207923061224
56530,0.5113876113210791,0.25569380566053956,13.931628339632374
73667,0.5021320526015366,0.2510660263007683,13.653961578046097
41574,0.5007796342851885,0.25038981714259423,13.613389028555654
17660,0.4971615334838769,0.24858076674193846,13.504846004516308
26693,0.48450521114150447,0.24225260557075223,13.125156334245133
60614,0.4751293602564948,0.2375646801282474,12.843880807694845
319,0.47488422512287665,0.23744211256143832,12.8365267536863
7414,0.47414203233276475,0.23707101616638238,12.814260969982943
54312,0.4724111550867441,0.23620557754337204,12.762334652602322
29821,0.47114082691889536,0.23557041345944768,12.724224807566861
11273,0.46328381678836994,0.23164190839418497,12.488514503651098
5291,0.4612704947722197,0.23063524738610985,12.428114843166592
16556,0.4599867690201659,0.22999338451008294,12.389603070604977
17766,0.4594382162344234,0.2297191081172117,12.3731464870327
2172,0.4547492027327943,0.22737460136639714,12.232476081983828
14281,0.4531272330745822,0.2265636165372911,12.183816992237466
66052,0.4493586903344376,0.2246793451672188,12.070760710033127
37646,0.4467310572952911,0.22336552864764556,11.991931718858734
40218,0.4414257369807355,0.22071286849036775,11.832772109422065
73477,0.44134073573480864,0.22067036786740432,11.83022207204426
36706,0.43597010918607254,0.21798505459303627,11.669103275582176
72190,0.4357203968906653,0.21786019844533264,11.661611906719958
18710,0.4339338018687533,0.21696690093437665,11.608014056062599
28243,0.4336742186033457,0.21683710930167285,11.60022655810037
21417,0.4279273192763782,0.2139636596381891,11.427819578291347
38566,0.42529994575611485,0.21264997287805742,11.348998372683445
40660,0.42466552737747254,0.21233276368873627,11.329965821324176
16078,0.4245886600085509,0.21229433000427544,11.327659800256527
56314,0.4241340333428788,0.2120670166714394,11.314021000286363
38684,0.42343786372202796,0.21171893186101398,11.293135911660839
2819,0.4215066981838056,0.2107533490919028,11.235200945514167
8785,0.418158285909634,0.209079142954817,11.13474857728902
39678,0.41161819116286735,0.20580909558143368,10.93854573488602
49614,0.4105456725479379,0.20527283627396894,10.906370176438136
309,0.40860968407619497,0.20430484203809748,10.848290522285849
15515,0.40846905084943413,0.20423452542471707,10.844071525483024
1464,0.40791734930000895,0.20395867465000447,10.827520479000269
61895,0.4064071543941975,0.20320357719709875,10.782214631825925
39777,0.4063816987231691,0.20319084936158455,10.781450961695073
27783,0.4056015839576611,0.20280079197883055,10.758047518729834
7506,0.40552230220513236,0.20276115110256618,10.75566906615397
32359,0.40264763285021327,0.20132381642510663,10.669428985506398
23553,0.4025835202301788,0.2012917601150894,10.667505606905364
69736,0.40047502616694813,0.20023751308347407,10.604250785008444
14028,0.39858458521733275,0.19929229260866638,10.547537556519982
44290,0.3961506857730041,0.19807534288650205,10.474520573190123
5690,0.3947540412616562,0.1973770206308281,10.432621237849686
10202,0.39365321704567385,0.19682660852283693,10.399596511370216
48904,0.392274885284475,0.1961374426422375,10.358246558534251
51026,0.3896372385879341,0.19481861929396704,10.279117157638023
8538,0.38958364345418506,0.19479182172709253,10.277509303625552
45190,0.38810565967010696,0.19405282983505348,10.233169790103208
52372,0.38733349349160656,0.19366674674580328,10.210004804748197
9595,0.3867613807518779,0.19338069037593894,10.192841422556336
2855,0.3864971125214231,0.19324855626071155,10.184913375642694
18331,0.3859533576342195,0.19297667881710975,10.168600729026585
44868,0.38384243127373135,0.19192121563686568,10.105272938211941
60328,0.3828833221115026,0.1914416610557513,10.076499663345079
9468,0.3823828364802275,0.19119141824011374,10.061485094406825
68456,0.38190554953087263,0.19095277476543632,10.047166485926178
55559,0.38170250641432724,0.19085125320716362,10.041075192429817
59796,0.3797154389342732,0.1898577194671366,9.981463168028196
35076,0.37941631939922627,0.18970815969961313,9.972489581976788
36721,0.37882476582279356,0.18941238291139678,9.954742974683807
14528,0.3783935726867308,0.1891967863433654,9.941807180601923
69703,0.3765820643903714,0.1882910321951857,9.887461931711142
30317,0.37641604190972044,0.18820802095486022,9.882481257291612
73861,0.3749799364461232,0.1874899682230616,9.839398093383696
67626,0.3737719231914252,0.1868859615957126,9.803157695742756
10708,0.3719449712999481,0.18597248564997404,9.748349138998442
27117,0.3715301707409044,0.1857650853704522,9.735905122227132
24042,0.3697021227330013,0.18485106136650065,9.68106368199004
40035,0.3689334608791248,0.1844667304395624,9.658003826373744
62658,0.36868469668767406,0.18434234834383703,9.650540900630222
59099,0.36865457323563045,0.18432728661781522,9.649637197068913
33475,0.368627555452668,0.184313777726334,9.64882666358004
67226,0.36857520148610085,0.18428760074305042,9.647256044583026
58345,0.3683956735441328,0.1841978367720664,9.641870206323983
43857,0.3683299874247111,0.18416499371235556,9.639899622741334
5888,0.3683009054753236,0.1841504527376618,9.639027164259709
18895,0.3676185514639569,0.18380927573197844,9.618556543918707
72714,0.36754872890860085,0.18377436445430043,9.616461867258025
69993,0.36748140830964127,0.18374070415482063,9.614442249289239
15968,0.3670187915683458,0.1835093957841729,9.600563747050375
32233,0.3669980879090669,0.18349904395453345,9.599942637272006
62686,0.3657161260367031,0.18285806301835156,9.561483781101094
74349,0.36554548428597844,0.18277274214298922,9.556364528579353
15769,0.36505140743303427,0.18252570371651713,9.541542222991028
36669,0.36438047776896343,0.18219023888448171,9.521414333068902
9463,0.36320478495134445,0.18160239247567223,9.486143548540333
20149,0.36199777800024696,0.18099888900012348,9.449933340007409
27542,0.36038229544848915,0.18019114772424458,9.401468863454674
27966,0.3603259519770994,0.1801629759885497,9.399778559312981
13515,0.35965939224653487,0.17982969612326744,9.379781767396047
2845,0.35939356621936824,0.17969678310968412,9.371806986581047
30875,0.35799476259211516,0.17899738129605758,9.329842877763454
1663,0.35789740413464427,0.17894870206732214,9.326922124039328
8816,0.3565752217069296,0.1782876108534648,9.287256651207889
47734,0.3542615707221913,0.17713078536109564,9.217847121665738
68959,0.3540636319509481,0.17703181597547404,9.211908958528442
10417,0.3535835153124813,0.17679175765624064,9.197505459374439
11885,0.3534286109786297,0.17671430548931485,9.192858329358891
52676,0.3524444015749274,0.1762222007874637,9.163332047247822
44153,0.3524253130639105,0.17621265653195525,9.162759391917316
39734,0.3521072523870728,0.1760536261935364,9.153217571612183
