id,p_logit,p_wave2,expected_profit
46610,0.6043734955059331,0.30218674775296656,16.72120486517799
14281,0.5638866668091183,0.2819433334045591,15.506600004273547
44544,0.5386069188748764,0.2693034594374382,14.748207566246293
44868,0.5244601053462339,0.26223005267311694,14.323803160387016
40218,0.5233021244916103,0.26165106224580514,14.289063734748309
73477,0.5219823262710677,0.26099116313553383,14.24946978813203
39777,0.49643828401572676,0.24821914200786338,13.483148520471802
66052,0.49182789866039917,0.24591394933019958,13.344836959811975
40035,0.4909392965544055,0.24546964827720275,13.318178896632165
8460,0.490729936288097,0.2453649681440485,13.311898088642911
5690,0.4829664873385713,0.24148324366928564,13.078994620157138
34651,0.47876782884494157,0.23938391442247078,12.953034865348247
44610,0.47829460499969023,0.23914730249984512,12.938838149990707
38684,0.4770484433368337,0.23852422166841686,12.901453300105011
8538,0.4764460687090302,0.2382230343545151,12.883382061270906
36706,0.4736926006658401,0.23684630033292006,12.800778019975203
26693,0.4710745424737595,0.23553727123687976,12.722236274212785
60614,0.4623183995251814,0.2311591997625907,12.459551985755441
24042,0.45725065059939735,0.22862532529969867,12.30751951798192
17660,0.45456026876473776,0.22728013438236888,12.226808062942133
1464,0.43745058973748496,0.21872529486874248,11.71351769212455
7506,0.43642598163932295,0.21821299081966147,11.682779449179689
28625,0.43306111903707567,0.21653055951853784,11.58183357111227
2172,0.432192618078483,0.2160963090392415,11.55577854235449
18710,0.43036161180157145,0.21518080590078573,11.500848354047143
48904,0.43020375893201995,0.21510187946600998,11.496112767960598
55559,0.4270155956918389,0.21350779784591944,11.400467870755167
61895,0.4262314705731089,0.21311573528655445,11.376944117193267
32359,0.4246864311532481,0.21234321557662406,11.330592934597444
28243,0.42287552920617827,0.21143776460308913,11.276265876185349
22273,0.4225556416062181,0.21127782080310906,11.266669248186544
56314,0.4157741263998579,0.20788706319992895,11.063223791995737
55589,0.4138463344345195,0.20692316721725976,11.005390033035585
39678,0.41318208111717475,0.20659104055858737,10.985462433515242
46993,0.4116267240872807,0.20581336204364034,10.93880172261842
18895,0.4112518346380022,0.2056259173190011,10.927555039140065
44290,0.41032455968087167,0.20516227984043583,10.89973679042615
2855,0.4102558790793554,0.2051279395396777,10.897676372380662
46704,0.4095982160526709,0.20479910802633544,10.877946481580127
27783,0.4076765454270467,0.20383827271352334,10.8202963628114
11816,0.4072755316293506,0.2036377658146753,10.808265948880518
9468,0.4043443290033534,0.2021721645016767,10.720329870100601
72714,0.4028694890383793,0.20143474451918966,10.67608467115138
16556,0.4026923742979275,0.20134618714896374,10.670771228937824
21084,0.40137389853154637,0.20068694926577318,10.63121695594639
5888,0.3990859736703823,0.19954298683519114,10.562579210111469
20149,0.39853502085114006,0.19926751042557003,10.546050625534201
17766,0.39847468836937555,0.19923734418468778,10.544240651081266
53655,0.3930264237033635,0.19651321185168175,10.380792711100904
2845,0.39279671612338635,0.19639835806169317,10.37390148370159
10559,0.39186906268490684,0.19593453134245342,10.346071880547205
74349,0.39085866973214467,0.19542933486607234,10.31576009196434
60328,0.3904719047031151,0.19523595235155755,10.304157141093453
38088,0.3878658872368127,0.19393294361840635,10.225976617104381
37646,0.38722418343594783,0.19361209171797392,10.206725503078435
45190,0.3867930010362857,0.19339650051814286,10.193790031088572
44534,0.3857623446905299,0.19288117234526495,10.162870340715896
27516,0.3810814251321051,0.19054071256605254,10.022442753963151
54395,0.37780549395093366,0.18890274697546683,9.92416481852801
57901,0.3759767024525667,0.18798835122628335,9.869301073577
65205,0.3758829869480595,0.18794149347402975,9.866489608441785
54563,0.3742341639926374,0.1871170819963187,9.817024919779122
10417,0.37323282389128426,0.18661641194564213,9.786984716738528
2819,0.37252155418773064,0.18626077709386532,9.76564662563192
8785,0.3688479993303289,0.18442399966516446,9.655439979909866
18863,0.36647331537892575,0.18323665768946287,9.584199461367772
58790,0.3661171539336567,0.18305857696682834,9.5735146180097
3246,0.3653935033635217,0.18269675168176086,9.551805100905652
54987,0.3649934040704084,0.1824967020352042,9.539802122112253
69736,0.3641114040818116,0.1820557020409058,9.513342122454347
29821,0.3624563394715545,0.18122816973577724,9.463690184146634
13176,0.3605901433745906,0.1802950716872953,9.407704301237718
139,0.3603899011366586,0.1801949505683293,9.401697034099758
38720,0.3590560941258856,0.1795280470629428,9.361682823776569
41574,0.35716919999312646,0.17858459999656323,9.305075999793793
49792,0.3537922264387513,0.17689611321937565,9.203766793162538
61485,0.3523390050257249,0.17616950251286245,9.160170150771748
73667,0.351177752771103,0.1755888763855515,9.12533258313309
42340,0.3508321630914903,0.17541608154574514,9.114964892744709
1663,0.3492238515011799,0.17461192575058995,9.066715545035397
4028,0.3488682547003967,0.17443412735019834,9.0560476410119
67690,0.3487232697571898,0.1743616348785949,9.051698092715695
62686,0.348301748124112,0.174150874062056,9.03905244372336
65977,0.34775735186909107,0.17387867593454553,9.022720556072732
51992,0.34532405028763935,0.17266202514381968,8.94972150862918
41471,0.34504672902542005,0.17252336451271003,8.9414018707626
73851,0.3450121208486224,0.1725060604243112,8.940363625458671
9595,0.34478875863953096,0.17239437931976548,8.933662759185928
10173,0.34416235485991953,0.17208117742995976,8.914870645797585
38566,0.3436159385392546,0.1718079692696273,8.898478156177637
8816,0.33917210488831867,0.16958605244415934,8.76516314664956
53343,0.3389363526793927,0.16946817633969635,8.758090580381781
1365,0.338618534886154,0.169309267443077,8.74855604658462
39734,0.33766282915198903,0.16883141457599452,8.719884874559671
18960,0.3366618124785473,0.16833090623927366,8.68985437435642
24424,0.33180025334839,0.165900126674195,8.5440076004517
27542,0.33170691111824335,0.16585345555912168,8.5412073335473
21552,0.32646598016740624,0.16323299008370312,8.383979405022187
51141,0.3249549098715649,0.16247745493578244,8.338647296146947
7322,0.3236597789073246,0.1618298894536623,8.299793367219738
30501,0.3229985784082129,0.16149928920410644,8.279957352246386
10708,0.32228648318676806,0.16114324159338403,8.258594495603042
41169,0.32214321389860656,0.16107160694930328,8.254296416958196
48942,0.3220130412946344,0.1610065206473172,8.25039123883903
53820,0.32189488985154346,0.16094744492577173,8.246846695546303
32602,0.3215207122477694,0.1607603561238847,8.235621367433081
51026,0.32056147689201125,0.16028073844600563,8.206844306760338
14528,0.32049150805881116,0.16024575402940558,8.204745241764334
27117,0.3165250201833724,0.1582625100916862,8.085750605501172
16533,0.31571008305762527,0.15785504152881263,8.061302491728759
12929,0.31547511348341273,0.15773755674170636,8.054253404502381
17318,0.3140596863121872,0.1570298431560936,8.011790589365617
18691,0.3139966376766036,0.1569983188383018,8.009899130298107
23278,0.3132786983258759,0.15663934916293795,7.988360949776277
