id,p_logit
12,0.9999999999999469
50,0.9999999999999469
80,0.9999999999999469
198,0.9999999999999469
267,0.9999999999999469
324,0.9999999999999469
367,0.9999999999999469
401,0.9999999999999469
441,0.9999999999999469
796,0.9999999999999469
899,0.9999999999999469
936,0.9999999999999469
971,0.9999999999999469
977,0.9999999999999469
1126,0.9999999999999469
1139,0.9999999999999469
1173,0.9999999999999469
1218,0.9999999999999469
1243,0.9999999999999469
1444,0.9999999999999469
1490,0.9999999999999469
1615,0.9999999999999469
1645,0.9999999999999469
1748,0.9999999999999469
1753,0.9999999999999469
1799,0.9999999999999469
1800,0.9999999999999469
1808,0.9999999999999469
1847,0.9999999999999469
1885,0.9999999999999469
1896,0.9999999999999469
1990,0.9999999999999469
2020,0.9999999999999469
2033,0.9999999999999469
2038,0.9999999999999469
2121,0.9999999999999469
2457,0.9999999999999469
2494,0.9999999999999469
2563,0.9999999999999469
2593,0.9999999999999469
2812,0.9999999999999469
2893,0.9999999999999469
2909,0.9999999999999469
2968,0.9999999999999469
2990,0.9999999999999469
3161,0.9999999999999469
3288,0.9999999999999469
3304,0.9999999999999469
3370,0.9999999999999469
3392,0.9999999999999469
3451,0.9999999999999469
3494,0.9999999999999469
3588,0.9999999999999469
3735,0.9999999999999469
3768,0.9999999999999469
3858,0.9999999999999469
3906,0.9999999999999469
4024,0.9999999999999469
4117,0.9999999999999469
4206,0.9999999999999469
4235,0.9999999999999469
4295,0.9999999999999469
4333,0.9999999999999469
4365,0.9999999999999469
4381,0.9999999999999469
4382,0.9999999999999469
4397,0.9999999999999469
4430,0.9999999999999469
4493,0.9999999999999469
4495,0.9999999999999469
4528,0.9999999999999469
4770,0.9999999999999469
4793,0.9999999999999469
4806,0.9999999999999469
4814,0.9999999999999469
4916,0.9999999999999469
4968,0.9999999999999469
5228,0.9999999999999469
5256,0.9999999999999469
5257,0.9999999999999469
5258,0.9999999999999469
5373,0.9999999999999469
5418,0.9999999999999469
5547,0.9999999999999469
5800,0.9999999999999469
5815,0.9999999999999469
5820,0.9999999999999469
5977,0.9999999999999469
5983,0.9999999999999469
6024,0.9999999999999469
6052,0.9999999999999469
6166,0.9999999999999469
6310,0.9999999999999469
6473,0.9999999999999469
6683,0.9999999999999469
6770,0.9999999999999469
6833,0.9999999999999469
6930,0.9999999999999469
6956,0.9999999999999469
6970,0.9999999999999469
6980,0.9999999999999469
7181,0.9999999999999469
7252,0.9999999999999469
7270,0.9999999999999469
7314,0.9999999999999469
7513,0.9999999999999469
7647,0.9999999999999469
7655,0.9999999999999469
7684,0.9999999999999469
7729,0.9999999999999469
7745,0.9999999999999469
7965,0.9999999999999469
8033,0.9999999999999469
8035,0.9999999999999469
8051,0.9999999999999469
8166,0.9999999999999469
8169,0.9999999999999469
8259,0.9999999999999469
8271,0.9999999999999469
8275,0.9999999999999469
8318,0.9999999999999469
8450,0.9999999999999469
8455,0.9999999999999469
8529,0.9999999999999469
8612,0.9999999999999469
8804,0.9999999999999469
8817,0.9999999999999469
8930,0.9999999999999469
8941,0.9999999999999469
8989,0.9999999999999469
9025,0.9999999999999469
9057,0.9999999999999469
9096,0.9999999999999469
9114,0.9999999999999469
9148,0.9999999999999469
9160,0.9999999999999469
9198,0.9999999999999469
9320,0.9999999999999469
9357,0.9999999999999469
9512,0.9999999999999469
9518,0.9999999999999469
9568,0.9999999999999469
9585,0.9999999999999469
9593,0.9999999999999469
9625,0.9999999999999469
9698,0.9999999999999469
9713,0.9999999999999469
9860,0.9999999999999469
9960,0.9999999999999469
10005,0.9999999999999469
10063,0.9999999999999469
10271,0.9999999999999469
10327,0.9999999999999469
10351,0.9999999999999469
10430,0.9999999999999469
10472,0.9999999999999469
10479,0.9999999999999469
10488,0.9999999999999469
10580,0.9999999999999469
10709,0.9999999999999469
10752,0.9999999999999469
10827,0.9999999999999469
11056,0.9999999999999469
11092,0.9999999999999469
11136,0.9999999999999469
11236,0.9999999999999469
11255,0.9999999999999469
11257,0.9999999999999469
11369,0.9999999999999469
11439,0.9999999999999469
11500,0.9999999999999469
11652,0.9999999999999469
11683,0.9999999999999469
11936,0.9999999999999469
11993,0.9999999999999469
12010,0.9999999999999469
12019,0.9999999999999469
12038,0.9999999999999469
12125,0.9999999999999469
12154,0.9999999999999469
12242,0.9999999999999469
12335,0.9999999999999469
12414,0.9999999999999469
12483,0.9999999999999469
12492,0.9999999999999469
12496,0.9999999999999469
12535,0.9999999999999469
12874,0.9999999999999469
12949,0.9999999999999469
13001,0.9999999999999469
13027,0.9999999999999469
13078,0.9999999999999469
13085,0.9999999999999469
13133,0.9999999999999469
13146,0.9999999999999469
13215,0.9999999999999469
13296,0.9999999999999469
13398,0.9999999999999469
13423,0.9999999999999469
13426,0.9999999999999469
13439,0.9999999999999469
13609,0.9999999999999469
13651,0.9999999999999469
13678,0.9999999999999469
13688,0.9999999999999469
13818,0.9999999999999469
13837,0.9999999999999469
13900,0.9999999999999469
14068,0.9999999999999469
14092,0.9999999999999469
14103,0.9999999999999469
14169,0.9999999999999469
14334,0.9999999999999469
14422,0.9999999999999469
14545,0.9999999999999469
14626,0.9999999999999469
14705,0.9999999999999469
14805,0.9999999999999469
14928,0.9999999999999469
14985,0.9999999999999469
15164,0.9999999999999469
15190,0.9999999999999469
15294,0.9999999999999469
15331,0.9999999999999469
15341,0.9999999999999469
15371,0.9999999999999469
15569,0.9999999999999469
15639,0.9999999999999469
15733,0.9999999999999469
15927,0.9999999999999469
16118,0.9999999999999469
16220,0.9999999999999469
16423,0.9999999999999469
16478,0.9999999999999469
16491,0.9999999999999469
16541,0.9999999999999469
16563,0.9999999999999469
16592,0.9999999999999469
16670,0.9999999999999469
16903,0.9999999999999469
17101,0.9999999999999469
17168,0.9999999999999469
17310,0.9999999999999469
17346,0.9999999999999469
17362,0.9999999999999469
17644,0.9999999999999469
17647,0.9999999999999469
17864,0.9999999999999469
17865,0.9999999999999469
17883,0.9999999999999469
17995,0.9999999999999469
18013,0.9999999999999469
18061,0.9999999999999469
18218,0.9999999999999469
18224,0.9999999999999469
18256,0.9999999999999469
18371,0.9999999999999469
18385,0.9999999999999469
18391,0.9999999999999469
18455,0.9999999999999469
18598,0.9999999999999469
18618,0.9999999999999469
18626,0.9999999999999469
18669,0.9999999999999469
18706,0.9999999999999469
18720,0.9999999999999469
18743,0.9999999999999469
18794,0.9999999999999469
18853,0.9999999999999469
18948,0.9999999999999469
18997,0.9999999999999469
19102,0.9999999999999469
19149,0.9999999999999469
19294,0.9999999999999469
19337,0.9999999999999469
19374,0.9999999999999469
19479,0.9999999999999469
19537,0.9999999999999469
19550,0.9999999999999469
19706,0.9999999999999469
19807,0.9999999999999469
19838,0.9999999999999469
19872,0.9999999999999469
19879,0.9999999999999469
19971,0.9999999999999469
19982,0.9999999999999469
20192,0.9999999999999469
20201,0.9999999999999469
20316,0.9999999999999469
20372,0.9999999999999469
20380,0.9999999999999469
20410,0.9999999999999469
20461,0.9999999999999469
20474,0.9999999999999469
20496,0.9999999999999469
20504,0.9999999999999469
20662,0.9999999999999469
20674,0.9999999999999469
20760,0.9999999999999469
20783,0.9999999999999469
20847,0.9999999999999469
20857,0.9999999999999469
20882,0.9999999999999469
20926,0.9999999999999469
21039,0.9999999999999469
21136,0.9999999999999469
21282,0.9999999999999469
21315,0.9999999999999469
21335,0.9999999999999469
21379,0.9999999999999469
21454,0.9999999999999469
21571,0.9999999999999469
21594,0.9999999999999469
21607,0.9999999999999469
21729,0.9999999999999469
21804,0.9999999999999469
21879,0.9999999999999469
21916,0.9999999999999469
22070,0.9999999999999469
22071,0.9999999999999469
22126,0.9999999999999469
22155,0.9999999999999469
22190,0.9999999999999469
22285,0.9999999999999469
22295,0.9999999999999469
22363,0.9999999999999469
22419,0.9999999999999469
22438,0.9999999999999469
22628,0.9999999999999469
22706,0.9999999999999469
22793,0.9999999999999469
22874,0.9999999999999469
22942,0.9999999999999469
22974,0.9999999999999469
23026,0.9999999999999469
23077,0.9999999999999469
23237,0.9999999999999469
23243,0.9999999999999469
23308,0.9999999999999469
23392,0.9999999999999469
23549,0.9999999999999469
23604,0.9999999999999469
23726,0.9999999999999469
23757,0.9999999999999469
23771,0.9999999999999469
23799,0.9999999999999469
23819,0.9999999999999469
23820,0.9999999999999469
23843,0.9999999999999469
24017,0.9999999999999469
24109,0.9999999999999469
24209,0.9999999999999469
24367,0.9999999999999469
24415,0.9999999999999469
24491,0.9999999999999469
24552,0.9999999999999469
24578,0.9999999999999469
24646,0.9999999999999469
24650,0.9999999999999469
24710,0.9999999999999469
24810,0.9999999999999469
24975,0.9999999999999469
25083,0.9999999999999469
25202,0.9999999999999469
25242,0.9999999999999469
25254,0.9999999999999469
25342,0.9999999999999469
25536,0.9999999999999469
25540,0.9999999999999469
25597,0.9999999999999469
25705,0.9999999999999469
25707,0.9999999999999469
25903,0.9999999999999469
26047,0.9999999999999469
26084,0.9999999999999469
26092,0.9999999999999469
26103,0.9999999999999469
26143,0.9999999999999469
26176,0.9999999999999469
26225,0.9999999999999469
26238,0.9999999999999469
26304,0.9999999999999469
26367,0.9999999999999469
26578,0.9999999999999469
26588,0.9999999999999469
26767,0.9999999999999469
